date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed
2020-02-01,11970.0,2116.0,1520.571,260.0,47.0,31.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,14575.0,2608.0,1793.143,363.0,103.0,43.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,17411.0,2836.0,2085.429,427.0,64.0,49.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,20666.0,3255.0,2296.286,494.0,67.0,51.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,24600.0,3938.0,2646.0,566.0,72.0,61.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,28318.0,3718.0,2926.286,636.0,70.0,66.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,31474.0,3160.0,3090.143,721.0,85.0,72.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,34879.0,3405.0,3274.286,808.0,87.0,78.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,37541.0,2665.0,3282.429,908.0,100.0,77.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,40535.0,2994.0,3305.0,1015.0,107.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,43019.0,2484.0,3194.857,1115.0,100.0,88.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,45054.0,2035.0,2923.0,1120.0,5.0,79.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,60214.0,15160.0,4557.571,1373.0,253.0,105.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,64290.0,4076.0,4688.429,1525.0,152.0,114.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,66949.0,2662.0,4582.286,1669.0,144.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,68986.0,2037.0,4492.571,1773.0,104.0,123.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,71045.0,2062.0,4359.429,1871.0,98.0,122.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,72955.0,1910.0,4277.429,2010.0,139.0,127.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,74761.0,1806.0,4244.714,2123.0,113.0,143.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,75188.0,427.0,2140.0,2248.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,76209.0,1021.0,1703.571,2249.0,1.0,103.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,77273.0,1064.0,1475.286,2458.0,209.0,112.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,78248.0,975.0,1323.571,2463.0,5.0,98.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,78777.0,529.0,1104.571,2622.0,159.0,107.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,79616.0,841.0,951.857,2701.0,79.0,98.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,80473.0,861.0,816.857,2763.0,62.0,91.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,81556.0,1083.0,910.571,2805.0,42.0,79.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,82930.0,1378.0,961.571,2867.0,62.0,88.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,84703.0,1773.0,1062.857,2932.0,65.0,67.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,86497.0,1794.0,1179.857,2978.0,46.0,73.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,88161.0,1669.0,1342.714,3045.0,67.0,60.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,90488.0,2327.0,1555.0,3125.0,80.0,60.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,93477.0,2989.0,1859.0,3218.0,93.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,95997.0,2522.0,2064.571,3309.0,91.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,99638.0,3642.0,2388.0,3417.0,108.0,78.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,103349.0,3711.0,2664.857,3530.0,113.0,85.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,107048.0,3703.0,2937.571,3666.0,136.0,98.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,110979.0,3935.0,3261.286,3893.0,227.0,121.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,116137.0,5159.0,3665.857,4107.0,214.0,140.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,121949.0,5815.0,4069.571,4410.0,303.0,170.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,130232.0,8283.0,4892.571,4776.0,366.0,209.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,140328.0,10096.0,5814.571,5164.0,388.0,249.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,152387.0,12063.0,7007.714,5666.0,502.0,305.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,165586.0,13199.0,8364.286,6134.0,468.0,352.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,178446.0,12860.0,9639.286,6881.0,747.0,426.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,195081.0,16636.0,11278.857,7663.0,782.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,214679.0,19598.0,13247.857,8577.0,914.0,595.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19,238758.0,24111.0,15509.0,9706.0,1129.0,704.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,267605.0,28848.0,18187.857,10990.0,1284.0,832.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,300452.0,32847.0,21157.0,12557.0,1567.0,984.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-22,336424.0,35972.0,24410.286,14533.0,1976.0,1199.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,370104.0,33683.0,27385.0,16475.0,1942.0,1370.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,411184.0,41080.0,30877.0,18617.0,2142.0,1564.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,458817.0,47633.0,34882.0,21307.0,2690.0,1818.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,510260.0,51443.0,38786.571,24186.0,2879.0,2068.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,570752.0,60492.0,43307.143,27537.0,3351.0,2363.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,637785.0,67033.0,48190.857,31357.0,3820.0,2685.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-29,704436.0,66652.0,52573.714,35426.0,4069.0,2984.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,762681.0,58245.0,56082.571,39297.0,3871.0,3260.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,826931.0,64383.0,59411.571,43860.0,4563.0,3606.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,894844.0,67913.0,62308.714,48894.0,5034.0,3941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,968399.0,73555.0,65467.571,54256.0,5362.0,4295.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,1045483.0,77084.0,67837.857,60059.0,5803.0,4646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-04,1126433.0,80950.0,69826.0,67657.0,7598.0,5185.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,1204189.0,77756.0,71412.286,74031.0,6374.0,5515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,1275231.0,71042.0,73240.429,80024.0,5993.0,5818.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,1342831.0,67600.0,73700.0,86947.0,6923.0,6155.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,1419554.0,76723.0,74958.571,94480.0,7539.0,6513.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,1499653.0,80099.0,75893.429,101602.0,7122.0,6764.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,1586884.0,87231.0,77343.0,109924.0,8322.0,7124.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-11,1674535.0,87651.0,78300.286,117563.0,7639.0,7130.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-12,1757317.0,82782.0,79018.286,124957.0,7394.0,7276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,1830538.0,73221.0,79329.571,131959.0,7002.0,7420.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,1897003.0,66465.0,79167.429,138594.0,6635.0,7379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,1967653.0,70679.0,78304.0,145740.0,7146.0,7322.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,2042627.0,74974.0,77571.857,154143.0,8403.0,7505.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,2121912.0,79285.0,76436.714,162103.0,7960.0,7454.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-18,2205438.0,83526.0,75847.429,171038.0,8935.0,7639.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,2287496.0,82058.0,75744.0,178242.0,7204.0,7612.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,2359908.0,72412.0,75628.429,184429.0,6187.0,7495.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,2431580.0,71672.0,76372.286,190816.0,6387.0,7460.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,2506951.0,75371.0,77042.571,197580.0,6764.0,7405.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,2582579.0,75628.0,77136.0,204760.0,7181.0,7231.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,2663802.0,81223.0,77412.857,211511.0,6751.0,7058.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-25,2760884.0,97082.0,79349.429,217948.0,6437.0,6701.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-26,2844094.0,83210.0,79514.0,224363.0,6415.0,6588.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,2923797.0,79703.0,80555.571,229990.0,5627.0,6508.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,2993439.0,69642.0,80265.571,235530.0,5543.0,6388.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,3064439.0,71000.0,79641.143,241279.0,5749.0,6243.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,3141649.0,77210.0,79867.143,247669.0,6390.0,6130.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,3223637.0,81988.0,79976.429,254120.0,6451.0,6087.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-02,3312401.0,88764.0,78788.143,260361.0,6241.0,6059.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,3400233.0,87832.0,79448.429,266672.0,6311.0,6044.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,3479434.0,79201.0,79376.714,271918.0,5247.0,5990.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,3558904.0,79470.0,80780.714,276990.0,5072.0,5923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,3637110.0,78206.0,81810.143,282135.0,5145.0,5836.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,3719994.0,85345.0,82972.286,288744.0,6609.0,5868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,3809647.0,89653.0,84067.286,295052.0,6308.0,5847.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-09,3901242.0,93075.0,84683.143,301134.0,6082.0,5824.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-10,3993424.0,92182.0,85304.571,306527.0,5393.0,5693.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,4079986.0,86562.0,86356.143,311932.0,5405.0,5716.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,4152638.0,72702.0,85389.286,316589.0,4657.0,5657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,4234220.0,81582.0,85871.571,321340.0,4751.0,5600.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,4320274.0,86074.0,85975.714,326715.0,5375.0,5424.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15,4406967.0,86703.0,85554.286,332178.0,5464.0,5303.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-16,4509719.0,102752.0,86936.714,338057.0,5879.0,5274.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-17,4608420.0,98701.0,87868.0,343521.0,5464.0,5285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,4705150.0,96730.0,89320.571,348391.0,4870.0,5208.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19,4785185.0,80035.0,90368.143,352651.0,4260.0,5151.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,4878777.0,93592.0,92083.857,357244.0,4593.0,5129.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,4983834.0,105057.0,94795.714,362605.0,5361.0,5127.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,5090342.0,106508.0,97625.0,367786.0,5181.0,5086.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-23,5198390.0,108048.0,98381.571,372952.0,5166.0,4985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,5305429.0,107039.0,99572.714,378482.0,5530.0,4994.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,5402244.0,96815.0,99584.857,382836.0,4354.0,4920.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,5495391.0,93147.0,101458.0,387064.0,4228.0,4916.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,5585174.0,89783.0,100913.857,391451.0,4387.0,4886.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,5685634.0,100460.0,100257.143,396231.0,4780.0,4803.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,5794504.0,108870.0,100594.571,401519.0,5288.0,4819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-30,5914575.0,120071.0,102312.143,406990.0,5471.0,4862.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-31,6036048.0,121473.0,104374.143,412010.0,5020.0,4789.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,6163228.0,127180.0,108712.0,416736.0,4726.0,4842.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,6273180.0,109952.0,111112.714,421005.0,4269.0,4848.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,6372534.0,99354.0,112480.0,425432.0,4427.0,4854.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,6497658.0,125124.0,116003.429,430842.0,5410.0,4944.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,6624289.0,126631.0,118540.714,436394.0,5552.0,4982.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06,6751725.0,127437.0,119593.0,442038.0,5644.0,5006.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07,6884074.0,132349.0,121146.714,447036.0,4998.0,5003.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,7009330.0,125256.0,120871.857,452085.0,5049.0,5049.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,7118825.0,109495.0,120806.571,456265.0,4180.0,5037.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,7229581.0,110756.0,122435.429,460961.0,4696.0,5075.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,7362185.0,132604.0,123504.0,466387.0,5426.0,5077.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,7503043.0,140858.0,125536.429,471954.0,5567.0,5080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-13,7645682.0,142639.0,127708.143,477467.0,5513.0,5061.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-14,7790089.0,144407.0,129430.714,482405.0,4938.0,5052.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,7921125.0,131036.0,130256.429,487184.0,4779.0,5014.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-16,8039071.0,117946.0,131463.714,491685.0,4502.0,5060.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-17,8165718.0,126647.0,133733.857,497934.0,6249.0,5282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-18,8347975.0,182257.0,140827.143,503533.0,5599.0,5306.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-19,8495760.0,147785.0,141816.714,509201.0,5668.0,5321.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-20,8641338.0,145578.0,142236.571,514802.0,5601.0,5333.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-21,8822246.0,180908.0,147451.0,520077.0,5275.0,5381.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,8976452.0,154206.0,150761.0,525134.0,5057.0,5421.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23,9107127.0,130675.0,152579.429,529310.0,4176.0,5375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-24,9248838.0,141711.0,154731.429,533652.0,4342.0,5102.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-25,9423225.0,174387.0,153607.143,539323.0,5671.0,5112.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-26,9601778.0,178553.0,158002.571,544608.0,5285.0,5058.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-27,9788618.0,186841.0,163897.286,551747.0,7139.0,5277.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-28,9983163.0,194545.0,165845.429,556881.0,5134.0,5257.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,10161410.0,178247.0,169279.857,561846.0,4965.0,5244.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,10319373.0,157963.0,173178.143,566381.0,4535.0,5295.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,10491530.0,172157.0,177527.571,571315.0,4934.0,5380.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,10677060.0,185530.0,179119.429,576630.0,5315.0,5329.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03,10889010.0,211950.0,183890.429,582016.0,5386.0,5344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04,11103139.0,214129.0,187788.714,587600.0,5584.0,5121.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-05,11317865.0,214726.0,190671.714,593402.0,5802.0,5217.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,11509312.0,191447.0,192557.429,598628.0,5226.0,5254.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07,11676849.0,167537.0,193925.143,603428.0,4800.0,5292.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,11854537.0,177688.0,194715.286,608538.0,5110.0,5317.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,12070875.0,216338.0,199116.429,614444.0,5906.0,5402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-10,12297808.0,226933.0,201256.857,620476.0,6032.0,5494.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-11,12521482.0,223674.0,202620.429,626466.0,5990.0,5552.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-12,12756244.0,234762.0,205482.714,632341.0,5875.0,5562.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,12976136.0,219892.0,209546.286,638181.0,5840.0,5650.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-14,13170899.0,194763.0,213435.714,643388.0,5207.0,5708.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-15,13366144.0,195245.0,215943.857,648795.0,5407.0,5751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16,13600049.0,233905.0,218453.429,655051.0,6256.0,5801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,13846710.0,246661.0,221271.714,661627.0,6576.0,5878.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-18,14094654.0,247944.0,224738.857,669163.0,7536.0,6099.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-19,14342626.0,247972.0,226626.0,675421.0,6258.0,6154.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,14574130.0,231504.0,228284.857,681433.0,6012.0,6178.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-21,14780462.0,206332.0,229937.571,687052.0,5619.0,6237.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22,14992675.0,212213.0,232361.571,692731.0,5679.0,6276.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,15244316.0,251641.0,234895.286,700434.0,7703.0,6483.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24,15536018.0,291702.0,241329.714,707046.0,6612.0,6488.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-25,15820581.0,284563.0,246561.0,713840.0,6794.0,6382.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-26,16096046.0,275465.0,250488.571,720441.0,6601.0,6431.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,16349776.0,253730.0,253663.714,726755.0,6314.0,6474.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28,16566681.0,216905.0,255174.143,732369.0,5614.0,6473.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-29,16797670.0,230989.0,257856.429,738444.0,6075.0,6530.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-30,17061477.0,263807.0,259594.429,744875.0,6431.0,6348.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,17363760.0,302283.0,261106.0,752129.0,7254.0,6440.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,17655387.0,291627.0,262115.143,758840.0,6711.0,6428.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-02,17941798.0,286411.0,263678.857,765429.0,6589.0,6426.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,18199251.0,257453.0,264210.714,772053.0,6624.0,6471.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-04,18424781.0,225530.0,265442.857,777957.0,5904.0,6512.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-05,18647029.0,222248.0,264194.143,783883.0,5926.0,6491.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-06,18922392.0,275363.0,265845.0,790808.0,6925.0,6561.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,19215392.0,293000.0,264518.857,797971.0,7163.0,6548.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-08,19498179.0,282787.0,263256.0,804717.0,6746.0,6553.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-09,19788427.0,290248.0,263804.143,811230.0,6513.0,6543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,20051783.0,263356.0,264647.429,817779.0,6549.0,6532.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11,20274219.0,222436.0,264205.429,823488.0,5709.0,6504.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-12,20507720.0,233501.0,265813.0,829104.0,5616.0,6460.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-13,20803744.0,296024.0,268764.571,835968.0,6864.0,6451.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-14,21095800.0,292056.0,268629.714,842898.0,6930.0,6418.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-15,21393623.0,297823.0,270777.714,849598.0,6700.0,6411.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-16,21681491.0,287868.0,270437.714,856011.0,6413.0,6397.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,21936248.0,254757.0,269209.286,861921.0,5910.0,6306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-18,22159883.0,223635.0,269380.571,867450.0,5529.0,6280.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-19,22396258.0,236375.0,269791.143,873160.0,5710.0,6293.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-20,22680393.0,284135.0,268092.714,879754.0,6594.0,6255.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-21,22968914.0,288521.0,267587.714,886591.0,6837.0,6241.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-22,23247884.0,278970.0,264894.429,892863.0,6272.0,6180.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-23,23511511.0,263627.0,261431.429,898804.0,5941.0,6113.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,23773677.0,262166.0,262489.857,904779.0,5975.0,6122.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-25,23999588.0,225911.0,262815.0,910098.0,5323.0,6093.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-26,24235857.0,236269.0,262799.857,915573.0,5475.0,6059.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27,24526253.0,290396.0,263694.286,922084.0,6511.0,6047.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-28,24817439.0,291186.0,264075.0,928571.0,6487.0,5997.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-29,25102616.0,285177.0,264961.714,934473.0,5902.0,5944.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-30,25391226.0,288610.0,268530.714,940305.0,5842.0,5930.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,25667830.0,276604.0,270593.286,946153.0,5848.0,5912.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
